title,created_at,text,date
세컨드 브레인,2023-03-18,"﻿인간의 뇌는 하나이다. 그렇다면 두 번째 뇌는 과연 무엇일까? 뇌가 하나 더 있다면 어떤 일이든 조금은 더 수월하게 작업할 수 있지 않을까?를 혼자 생각하면서 이 책을 선택해서 읽게 되었다. 학창 시절에 나는 죽으라고 공부해도 성적이 잘 안 나오는데, 어떤 친구는 수업 시간에 집중해서 들은 것 말고는 공부하지 않았다고 하는데도 성적이 나보다 잘 나오는 경우를 한 번쯤은 모두 접했을 것이다. IQ가 좋아서 일 수도 있지만, 사람에 따라서 기억력의 차이가 있기 때문이다. 하지만, 기억력이 아무리 좋은 사람도 나이가 들어갈수록 뇌세포의 감소로 암기력과 기억력이 모두 떨어질 수밖에 없다. '세컨드 브레인' 이란 인간의 뇌는 한계가 있기 때문에 정보를 뇌가 아닌 메모에 저장하자는 것이다. 곧 '세컨드 브레인'은 메모이다. 기술의 발달로 메모를 수기가 아닌 디지털 메모 앱을 통해 저장할 수 있게 되었다.이 책의 저자인 티아고 포르테 작가는 세계적인 생산성 전문가로서 두 번째 뇌인 개인 지식 관리 시스템에 대해서 설명한다. 저자는 오랜 질병을 앓고 있었지만, 병원에서는 특별한 진단이 나오지 않아서 오랜 시간 고통에 시달려왔다. 스스로 모든 기록을 데이터화한 후 그 데이터를 통해 문제점을 찾아내어 스스로 치료 방법을 제안했다. 이런 과정을 통해 저자는 정보를 수집, 정리, 추출, 표현하는 소비에서 생산의 지식 관리 원칙을 찾아내게 된다.성공한 많은 위인들을 보면, 거의 대부분 '기록하기'라는 메모의 습관을 통해 정보를 수집하고 나중에 다시 펼쳐보아 그 속에서 핵심을 추출하여 결과물을 얻게 되었다. 이렇듯 메모의 습관은 성공의 키포인트 중에 하나라고 해도 과언이 아닐 것이다. 기술의 발달로 우리는 수기로 기록하는 것이 아닌 많은 메모 앱을 통해 손쉽게 정보를 수집하고 관리할 수 있게 되었다. 저자는 혁신과 성공으로 가기 위해서는 이러한 디지털 메모 앱인 '세컨드 브레인'을 활용해야 한다고 이야기한다.메모가 일상생활의 모든 면에서 얼마나 유용한 지는 이미 깨달은 지 오래다. 문제는 메모의 습관을 잡는 것이 생각보다 쉽지 않다는 것이다. 지금 당장 메모 앱을 깔고 당신이 관심사에 대한 정보를 검색하고 수집하고 기록해 보자. 그리고 다음 단계는 천천히 밟아도 된다. 저자는 말한다 정보를 일단 수집만 해도, 그 정보가 사라지는 것이 아니라 저장되어 있기 때문에 언제 어디서든 꺼내어 활용할 수 있다는 것이다. 이 책을 모두 읽고 나는 내가 사용하고 있는 메모 앱에 프로젝트, 영역, 자원, 보관소 폴더를 만들었다. 지금보다 더 효율적으로 관리할 수 있는 방법을 이 책을 통해 배웠기 때문이다. 디지털 메모 앱 로션, 구글 독스, 에버노트, 클로바 노트 등 다양하다.생산성을 높이고 잠재력을 끌어올려 창조적 과정의 완성을 달성하고 싶은 모든 분들에게 '세컨드 브레인' 책을 추천한다.",2023-03-19
소프트웨어 장인,2023-03-04,공감이 많이 되는 책,2023-03-19
소프트웨어 장인,2023-02-08,소프트웨어 장인정신을 가진 사람을 이해하고 싶다면 필독,2023-03-19
소프트웨어 장인,2022-06-30,소포트웨어 장인이 되기위해 반드시 읽어야하는 책,2023-03-19
소프트웨어 장인,2022-04-07,내용이 알차고 좋습니다!,2023-03-19
소프트웨어 장인,2022-01-27,배송이 빨랐어요. 잘 읽을게요.,2023-03-19
수상한 목욕탕,2023-02-08,결말이 다소 아쉬워요,2023-03-19
수상한 목욕탕,2023-02-04,생각보다 조금 아쉬워요,2023-03-19
수상한 목욕탕,2023-01-08,잘 읽히고 독특해요,2023-03-19
수상한 목욕탕,2022-11-12,목욕탕이라는 여유롭고도 따뜻한 공간을 배경으로 그려지는 이야기라 나만의 추억을 떠올리며 읽어 내려갔기 때문인지 읽는 동안은 뭔가 마음이 여유로와지고 약간은 힐링도 되었던 것 같지만.. 사실 이야기는 중반부터 산으로 간 듯;;;; 킬링타임용으론 나쁘지 않았다고 생각하는데... 흠.. 글쎄요.. 김호연 작가의 불편한 편의점이나 히가시노 게이고의 나미야 잡화점의 기적 같은 휴먼 감동스토리를 기대한다면 과감히 다른 책을 추천합니다. 그정도는 아니었던 걸로.. 좀 많이 못미칩니다.,2023-03-19
수상한 목욕탕,2022-11-05,재밌게 잘 읽었어요,2023-03-19
스티브 잡스,2012-03-08,"11월 달에 신청해서 받고, 12월에 출산하고 2월에 집에 와서   2월 8일부터 3월 3일까지 1달여에 걸쳐  수유하는 동안 아이에게 읽어 준 책         아이는 신생아라 물론 알아듣기 어려웠겠지만 난 스티브잡스에 대해 막연하게만 알고 있었는데 아이들 책을 통해 쉽게 알 수 있게 되어 좋았다.   '사후 최초'라는 말은 왜 넣었을까 암튼 요즘 어린이 전기물을 전혀 본 적이 없어 비교할 수 없지만, 예전에 내가 30여년 전에 읽었던 전기집과 비교해 봐도 비슷한 느낌       왼쪽 노란 네모박스처럼 '트랜지스터는~' 어려운 것에 대해 설명도 해 놓고 종종 스티브잡스의 장점 단점 같은것을 설명도 해 놓고 스티브잡스는 이렇게 했지만, 여러분은 그러면 안되겠죠? 그런 말도 적어놓고 ㅋ           총 정리 해 둔 것은 좋은데 너무 급작스럽게 마무리를 한다거나 충분한 설명 없이 급작스럽게 교훈을 이끌어 내는 문장 같은 것은 조금 어이가 없었다.  짧은 페이지 (160여페이지) 그의 일대기를 총정리 하려다 보니 그런 것 같지만...              막연하게 애플사 CEO, 한글과 엑셀을 쓰기 힘들어 사용하기 꺼려지지만 디자인 예쁘고, 써보고 싶은 맥 컴퓨터, 내가 쓰고 있는 아이폰, 아이폰 쓰기 전에 무지 갖고 싶었던 아이팟 터치 mp3 이 정도로만 알고 있었는데 이 책을 읽고 스티브잡스에 대해 다시 보게 되었다.  애니메이션 픽사도 그렇고,, 처음 퍼스널 컴퓨터 제작, 플로피디스켓과 얽힌 이야기 등등 사업가의 기질을 가지고 문화예술과 디자인에도 관심이 많고 수완이 뛰어났던..  책을 읽고나니, 정말이지 그가 건강관리를 못해(?)인지 빨리 세상을 뜬 것이 안타까웠다.       가끔 이렇게 어린이 책을 통해 무언가를 얻는 것도 좋은 것 같다.  실제 스티브잡스의 얼굴이 커다랗게 쓰인 어른책은 서점에서 보니 정말이지 너무 두꺼워서 엄두가 안나던데 이 책 - 아이에게 읽어주느라 한달이 걸렸지만, 혼자라면 몇 시간만에 읽었을 - 을 통해 간단하면서도 총체적으로 스티브잡스에 대해 알게 되어 나 또한 좋았다.   짧은 그림책을 제외하고, 태교하느라 아빠가 읽어줬던 '어린왕자' 책을 제외하고 처음으로 이 세상에 태어나 '들은' 첫 책. 나중에 글을 읽게 되면 다시 읽어보라고 해야겠다.     -----------------  마지막으로,  스티브잡스가 살아서 자동차를 만들었다면 (이 책의 제목) 에 대한 이야기는 책에 전혀 나오지 않는다 '다르게 생각하라, 스티브 잡스처럼' 이라고 제목에 씌여진 것이라면 디자인을 중요하게 생각했던 스티브 잡스가 자동차를 만들었다면 정말 특이하면서도 실용적이고 멋진 자동차가 나오지 않았을까  새로운 것을 만들어 내기도 했지만, 기존의 것을 다르게 생각하여 다른 것을 만들어 내는 것 이것을 말하고 싶었던 모양이다.  책 제목에 대한 답은 각자가......",2023-03-19
스티브 잡스,2012-02-05,"﻿제목만 봐선...스티브잡스가 자동차를 만든다면 어떤일이 생긴건지,혹은 어떤 자동차를 만들었을지 추측하고 상상하는 책일것 같았는데...    의외로 스티비잡스의 전기를 아이들 눈높이에 맞게  재미있게 그려놓은 책이었다   우리가 흔히 알고 있는 사실에다가 어렸을때부터 어떤 아이였는지,어떤 성격의 소유자였는지를 여러가지 일화를 통해서 설명해놓았는데...   많이 고집쟁이였고 다른 아이들과 섞이기 힘든 아이였던것 같아서 좀 의외였다...   거기다  공부도 열심히 하지않고 흥미가 없었다는 사실...   엄청난 천재적인 두뇌의 소유자로 알려져서 공부를 잘하는 모범생으로만 알고 있었는데..테디 힐이라는 선생님을 만나지 못했더라면   그의 인생도 어쩜 달라졌을지도 모르겠다. 마치 헬렌켈러에게 설리반 선생님이 안계셨다면 그어려운 일을 해내기 힘들었을지도 모르는 것처럼...   그에겐 그와 아이디어며 생각을 같이한 동지들이 있었으니...스티브 워즈니악,마콜라,스콧이었다..   특히 워즈니악은 컴퓨터에 있어선 천재적인 사람...그의 실력으로 만든 애플2가 공전의 힛트를 쳐서 엄청난 부자에 오르지만...   스티브는 그에게 경쟁의식을 가지고 질투를 하고...결국 결별에 이른다.   그리고 그가 너무나 사랑하던 회사인 애플에서 쫒겨나서 다시 재기하기까지의 일련의 과정을 그려놓앗는데...   마치 한편의 영화를 보는것처럼 드라마틱하고 재밌었다...   중간중간 재미난 설명을 곁들여 놓았는데... 그 내용도 본문과 연관해서 설명해놓았다...   인도아버지인 간디가 아프리카 여행으로 깨달음을 얻고 독립운동을 시작했다는 이야기나    채식주의자인 스티브가 컴퓨터회사이름을 애플이라 정한 이유나 매킨토시란 이름도 사과의 품종이름이라는 사실...알고보면 재미있다...   승승장구하던 그가 오만과 독선으로 주변사람들과 멀어지고 친구를 잃어버린 과정과 조금식 변화되는 그의 모습을 보는것도 좋았다   이젠 흔하게 사용하는 mp3...우리나라가 맨처음 만들었지만..디자인이나 기술개발에서 애플에 밀려 결국 뒤처지게 된 사연은 정말 안타깝고   독창적인 디자인과 기술이 얼마나 중요한지 깨닫게 하는 부분이었다   한시대를 풍미했던 스티브 잡스...남들과 다르게 생각하고 늘 한 발 앞서 생각한 그는...영원히 기억될것이다,..우리의 기억속에!!",2023-03-19
스티브 잡스,2011-12-08,"한입 베어낸 사과의 모습즉 애플로 대표되는 스티브잡스의 이야기이다.  그가 죽고 나서 그에 대한 관심이 날로 높아가고 있다. 그의 일생이 담긴 이야기에 사람들은 매료되고 있는 것이다.그리고 딸들을 위한  반가운 책을 만났다.  [스티브 잡스가 살아서 자동차를 만들었다면] 이 책은 어린이들을 위한 어린이 전기물이다. [스티브 잡스가 살아서 자동차를 만들었다면] 애플의 창업자 스티브 잡스의 생애와 업적, 창조와 도전 정신을 담고 있다. 스티브 잡스가 자동차를 만들었다면 어떻게 됐을까를 구체적으로 설명하지는 않는다. 잡스가 어떻게 세상에 나와 있는 물건들을 혁신했는지를 소개하고 있는 것이다. 또한 스티브 잡스는 이 시대의 최고의 아이콘이다. 그는 컴퓨터나 휴대폰, MP3플레이어뿐 아니라 '토이 스토리'를 만든 픽사를 비롯해 영화, 음악, 출판등 우리의 삶과 사회를 크게 바구는 역할을 주도적으로 했던 것이다. 한마디로 우리가 상상만 해도 즐거운 세상을 하나씩 만들어 가고 있었던 것이다. 그런 그의 죽음이 안타까웠던 것이다. 이 책의 제목대로 만약 [스티브 잡스가 살아서 자동차를 만들었다면]아마도 지금의 자동차보다 조금 더 업그레이드 되어있는 자동차를 우리는 타고 다니지 않을까 싶다. 그리고  이 책은 여섯가지 혁신을 통해 다시금 그의 이야기를 듣게 한다. 첫번째 혁신은  PC를 만들어 컴퓨토 세상을 만들었고, 두번째 혁신은 마우스와 아이콘을 이용해서 클릭만으로 컴퓨터를 사용할 수 있게 한것이고, 세번째 혁신은 [토이 스토리]로 콤퓨토로 만든 애니메이션 시대를 열었다. 네번째 혁신은 아이팟으로 음악을 다운로도 받고 어디서든지 들을 수 있게 한 것이고, 다섯번째는 아이폰 덕분에 어디서든지 게임과 인터넷을 즐길 수있게 된것이고, 마지막으로 우리들 모두의 가슴에 혁신이란 어떤 것인지를 알려주고 우리의 곁을 떠났다는 것이다.  똑같은 물건을 보더라도 다르게 생각하는 힘이 오늘날의 잡스를 만든것은 아닌지 싶다. 무엇보다도 그의 끊임없는 열정과 호기심, 그리고 놀라운 집중력, 문제해결력이 오늘날의 스마트한 세상을 만들어 낸것이다. 그리고 나는 희망한다. 또다른 스티브잡스를 만나기를.. 우리가 원하는 것 이상의 즐거움을 현실이 되게 하는 제2의 잡스를 만나기를 말이다. 이제는 만날수 없는 스미브 잡스는 아마도 오래토록 기억될 것이다.",2023-03-19
스티브 잡스,2011-12-07,"삶은 우리를 기다려 주지 않습니다.   그러니까 인생을 낭비하지 마세요.  다른 사람들의 생각에 얽매이지 마세요.  다른 사람들의 목소리가 여러분 내면의 진정한 목소리를 방해하지 못하게 해야 합니다.  가장 중요한 것은 여러분의 마음과 직감을 따르는 용기를 가지는 것입니다.   이미 마음과 직감은 여러분이 진짜로 무엇을 원하는지 알고 있습니다.   -2005년 6월12일 스탠퍼드 대학 연설 중- p.161             스탠퍼드 대학 연설 중 그의 말은 자신의 삶을 그대로 반추해주고 있었다. 2011년 10월 5일 그가 세상을 떠났다. 그리고 그의 직접 증언을 부탁한 자서전이 쏟아져 나오고 이별에 눈시울 붉히고 놀라하는 사람들도 많았다. 내가 지금 이 책을 읽고 있는 것도 그런 영향중에 하나임을 고백해 본다.          '혁신'  스티브 잡스를 설명해 주는 코드중 단연 으뜸가는 말이라는 것을 책을 읽으면서 확인한다. 그런 그를 이끌어 갈 수 있었던 것은 무엇인가 정리해 보았다.   자녀를 낳지 못하지만 그를 입양하여 사랑으로 키워주신 부모님이 계셨다. 어릴적 기술자인 훌륭한 아버지의 영향이었을까? 기술에 관심을 가졌고 그것이 그의 일생을 이끌어 나간다. 오로지 그것에만 관심이 있었으니. 테디 힐 선생님을 이때에 만나지 못했다면 어떠했을까? 마치 에디슨처럼 이해받지 못하는 또하나의 천재 아이가 나오지 않았을까.         극단으로 치우친듯한 그에게 빌 페르난데스와 스티브 워즈니악과의 만남 또한 놀랍다. 서로 다른 재능을 가졌기에 그것을 인정하여 최고에 이르는 길. 비록 그것이 성숙하지 못한 인격으로 아름답게 맺지 못하긴 했지만 어쨌든 눈에 띌만 했다.         또한 '나는 누구인가'라는 질문을 찾아 다닌 시간도 많았다고 하는데 그것은 출생의 아픔이 그를 그렇게 끌어간것이 아닐까 생각해 보았다. 그렇지만 그에게서 뿜어져 나오는 자신감을 생각한다면 스티브 잡스를 오해해서는 안된다. 그의 생각에 떠오른 일에 대해 이룩하고야 말겠다는 집념. 그러니 실패란 그의 사전에 없을 수밖에.          사람들은 저마다 다양한 재능을 부여받고 태어난다. 환경 또한 다르다. 끊임없이 솟아나는 자신감이란 누가 부여해 주는 근본적인 힘이기도 하지만 그러면서도 자신의 내면에 달려있다고도 할 수 있겠다. 누가 계속해서 동기부여를 시켜줘야만 움직이는 수동적인 삶이 아니라, 또 자신과 세상을 부정적이거나 부족한 시각으로 바라보며 불평하는 삶이 아니라 주어진 길을 전진하는 삶을 사는 것은 바로 자신에게 달려있음을 스티브 잡스에게서 듣을 수 있었다. 사후 최초 어린이 전기물이라는 표제어처럼 이제 스티브 잡스를 대신하여 그 자리를 아니 그를 능가할 인재들이 그의 삶을 눈여겨 보며 힌트를 얻어낼 수 있는 책으로 활용된다면 하고 생각해 보았다.",2023-03-19
스티브 잡스,2011-12-06,"전기문하면 딱딱하다는 이미지를 확 바뀌어버린 책. 제목부터가 '스티브 잡스가 살아서 자동차를 만들었다면'이다. 도대체 무슨 말인지? 스티브 잡스에 관한책이 많이 나오면서 와! 이 사람은 살아서보다 죽은 다음에 더 인기가 있는것이 아닌가 하는 착각을 하게 만든다. 이러한 인물에 관한 책을 우리는 전기물이라 칭한다. 현대 인물중에 전기물에 들어갈수 있는 인물은 몇명이나 될까? 애플회사의 회장으로 알고만 있던 스티브 잡스에 대해 아이들과 함께 펼쳐보았다. 스티브와 자동차와 무슨 관련이 있나 했더니 스티브잡스의 양아버지를 먼저 알아야한다. 스티브잡스는 여느 위인과는 다른 환경에서 태어났다. 입양아라는 사실에 더욱더 놀라웠다. 이러한 천재가 입양아라니......대학원에 다니던 스티브잡스의 친엄마는 아이를 키울수 없는 상황이였고 비록 넉넉하지는 않지만 듬뿍 사랑을 안겨줄수 있는 폴과 클라라에게 입양하기로 맘을 먹는다.  스티브의 풀네임은 '스티븐 폴 잡스' 아이를 원하던 폴과 클라라 부부는 스티브의 호기심 때문에 힘이 들었지만 어린아이의 마음을 잘 이해해 주는 정많은 부부였다. 스티브의 양아버지 폴은 낡은 차를 사고 고쳐서 다시 파는 그러한 사람이였습니다. 양아버지의 차고는 스티브의 호기심을 충족할수 있는 공간이였다. 그곳에 만족하고 거기에 머물렀더라면 정말 스티브는 자동차를 만들고 있을까? 그렇다면 아이폰이란 새로운 폰과 매킨토시라는 컴 은 생겨나지 않았을것이다. 맹모삼천지교라 했던가? 폴과 클라라 부부를 보면서 학교에 적응하지 못하는 스티브를 위해 이사하는 것을 보고 느꼈다. 훌륭한 부모밑에 훌륭한 자식이 커간다는 것을 말이다. 스티브 또한 즐겁게 즐기면서 자신이 원하고자하는 일들을 해냈다. 새로운 인물들을 만나것도 스티브 자신의 복이리라. 같은 스티브 워즈니악을 만난것은 최대의 행운이였으리라. 스티브잡스가 우리에게 하고 싶은 말들을 우리 아이들이 가슴깊이 새겼슴하는 바램이다. 스티브처럼 말하고 행동하라. 스티브처럼 주어진 인생에 최선을 다해라. 스티브처럼 자신의 꿈을 이뤄라. 다르게 생각하라. 이 모든것은 마음과 직감이 진짜 원하는 것이 무엇인지 알고 있을 자신이 용기를 가지는 것이다.  몇년 전만해도 아이폰이란 폰이 나올꺼라 예상이나 했겠는가? 들고 다니는 컴퓨터, IT계의 혁신을 일으킨 스티브 잡스에게 고마움을 표한다. 이제 우리곁에 없지만 새로운 스티브잡스 같은 인물들이 어서 나타나기를 바라며 꿈을 꾸는 아이들에게 이책이 진정한 멘토가 되기를 바란다.",2023-03-19
시나리오란 무엇인가,2023-03-09,시나리오 작성에 도움이 되는 책입니다,2023-03-19
시나리오란 무엇인가,2021-07-29,시나리오 작업의 전반적인 이야기를 알 수 있음. 뭐랄까 조언 많이 해줌,2023-03-19
시나리오란 무엇인가,2021-03-28,입문자들애게 진짜 좋은 책! 번역도 잘 되어 있어서 어렵지 않게 잘 읽혀요,2023-03-19
시나리오란 무엇인가,2021-03-16,잘 읽힙니다,2023-03-19
시나리오란 무엇인가,2020-11-20,시나리오의 기본에 대해 알수있길..,2023-03-19
신경 끄기 연습,2023-03-19,좋은 말이 가득하나 크게 도움 되지는 않았습니다,2023-03-19
신경 끄기 연습,2023-03-19,﻿신경 끄기 방법 전체가 실제 데이터에서 도출된 것은 좋았으나 그에 따른 저자의 의견이 지나치게 짧고 가벼우며 억지스러운 부분도 적지 않았다.,2023-03-19
신경 끄기 연습,2023-03-18,마음 다스리는데 좋을 것 같아서 구매했어요,2023-03-19
신경 끄기 연습,2023-03-18,내가 살고있는 방식에 확신을 느낌. 잊지않으려고 삼,2023-03-19
신경 끄기 연습,2023-03-18,스트레스안받고살기위해 구매했어요,2023-03-19
실리콘밸리에선 어떻게 일하나요,2023-03-18,재미있게 읽었습니다,2023-03-19
실리콘밸리에선 어떻게 일하나요,2023-03-05,실리콘밸리의 자율적인 문화에 우리의 다소 수직적이고 인간적인 배려를 중시하는 문화가 접목된다면 더 멋진 시너지를 내지 않을까?,2023-03-19
실리콘밸리에선 어떻게 일하나요,2023-01-11,재밌게 잘 봤어요 많이 배웠어요,2023-03-19
실리콘밸리에선 어떻게 일하나요,2022-12-25,팀장의 탄생의 한국 버전 ^^,2023-03-19
실리콘밸리에선 어떻게 일하나요,2022-12-25,많은 도움이 됩니다..,2023-03-19
악인론,2023-03-18,한번쯤 꼭 읽어보세여 도움이 될거예요,2023-03-19
악인론,2023-03-18,내용이 충격적으로 좋아요 처세술,2023-03-19
악인론,2023-03-18,성공하고 싶으면 일에 집중하자. 돌아갈 곳이 없으면 몰입하게 된다.,2023-03-19
악인론,2023-03-17,진작 읽었어야하는 책이다 싶습니다. 생각없이 살아가고 있었음을 깨닫게 해준 임팩트 확실한 책입니다,2023-03-19
악인론,2023-03-14,좋은 내용이 많습니다.,2023-03-19
안젤리크,2023-03-19,,2023-03-19
안젤리크,2023-03-19,좋은책... 잘 보았습니다,2023-03-19
안젤리크,2023-03-19,아직 읽기전인데 기대됩니다,2023-03-19
안젤리크,2023-03-19,기욤 뮈소의 소설은 늘 영화보는 느낌이 든다.,2023-03-19
안젤리크,2023-03-18,잼있어요~~~~~~~,2023-03-19
알아두면 쓸데있는 신 잡학상식,2022-06-09,"‘아는 것의 재미’를 극대화하는,OTT 시대 교양인을 위한 상식 길라잡이 퀴즈의 즐거움은 생각보다 크다. 단순히 아는 것의 즐거움일 뿐만 아니라 여럿이 함께하는 데서 오는 승리의 쾌감이 상당하다. 야외활동이 줄어둔 코로나시대에 실내에서 즐기기에 적합한 지식 게임이기도 하다. 《알아두면 쓸데 있는 新잡학퀴즈》는 신석기시대부터 2028년 하계올림픽을 비롯해, 그리스신화에서 저탄수화물 다이어트 식단을 아우르는 광범위한 영역을 포괄하는 다양한 퀴즈를 담고 있다. 폭넓은 주제를 건드리면서도 자칫 진부해지기 쉬운 단순한 객관식 퀴즈의 한계를 넘어서서, 참신하고 수준 있는 퀴즈에 대한 갈증을 느끼는 독자들의 욕구를 채워줄 만한 깊이 있는 지식을 다루고 있다. 《뉴욕타임스》에서 십자말풀이를 담당했던 저자의 내공이 실로 돋보이는 책이다. 흔히 예상할 수 있고, 어디선가 본 듯한 문제들이 아니라, 사소하고 시시콜콜하면서도 지적 호기심을 자극하는 내용들이다.과학 / 동물과 자연 / 스포츠 / 식음료 / 지리 / 예술&문학 / 대중문화 / 역사 등 다채로운 주제를 넘나들면서 시대를 아우르는 다종다양한 퀴즈들이 퀴즈 마니아들의 시선을 사로잡는다. 과연 내 상식의 폭은 어디까지일지, 무려 1600개가 넘는 문항의 “알쓸신잡”을 통해 자신의 지식수준을 감별해보는 재미가 쏠쏠하다. “가히 99%의 혁명이라 부를 만한 격변의 사건은 무엇이었을까?”, “지구에서 가장 치명적인 독을 가진 양서류는 무엇일까?”, “64칸짜리 보드에서 할 수 있는 두 가지 게임은 무엇일까?”, “지구에서 가장 뜨거운 곳은 어디일까?” 혼자 실력을 점검해보아도 좋고, 주변 사람들과 상식을 겨뤄봐도 좋다. 질문에 답할 때마다 지적으로 무장되는 충일감이 차오를 것이다.",2023-03-19
알아두면 쓸데있는 신 잡학상식,2022-06-09,퀴즈형식으로 되어 있어서 재미있게 잘 읽었어요,2023-03-19
알아두면 쓸데있는 신 잡학상식,2022-02-18,"-         한국어에는 '몰상식'이라는 단어가 존재하고, 이는 상식이 전혀 없다는 것을 의미한다. 그렇다면 상식은 정확히 무엇일까. 국어사전에는 사람들이 보통 알고 있거나 알아야 하는 지식이라고 정리하고 있다. 상식이란 과연 무엇일까, 지식의 어느 범위까지 상식의 영역일까 고민하면서 이 책을 찾게 되었다.    나는 평소에도 관심있는 분야가 아니면 심각할 정도로 문외한이기에, 이 책을 읽으면서 맞힐 수 있던 것이 별로 없었다. 그래서 그만큼 이 책을 통해 많은 것을 배울 수 있었던 것 같다. 특히나 역사, 예술, 식음료, 동물, 자연, 대중문화, 지리, 스포츠, 과학과 같은 정말 많은 분야에 관련된 상식을 책 한 권을 통해 정리할 수 있는 것은 매우 효율적이라고 생각한다.    다만, 저자가 미국인이기에 미국과 관련된 퀴즈가 종종 나오기도 하고, 이렇게 지엽적인 것까지 나오나 하는 생각도 들었다. 하지만, 그렇기에 이 책을 읽지 않은 사람보다 더 많은 것을 알아가고 관심의 폭이 넓어질 수 있는 건 사실이다. 한국사의 특정 부위를 제외하고는 딱히 역사에 크게 관심이 없던 나도, 이 책의 역사 퀴즈를 풀어보고 싶어 배경 지식을 알기 위해 인터넷 문서들을 찾아보고, 찾아보면서 흥미로운 내용을 보면 그 내용을 더 찾아보기도 했기 때문이다. 이 책의 묘미는 이런 점인 것 같다. 퀴즈를 풀기 위한 배경 지식을 알아가면서 나도 모르게 지식이 쌓이는 것이다.    물론 책에 수록된 퀴즈는 사람에 따라 난이도가 천차만별일 수 있고, 이 책의 모든 내용이 상식일지 아닐지도 사람마다 판단 기준이 다를 수 있다. 그러나, 상식이 풍부한 사람은 이 책을 통해 다시 아는 것을 정리하고, 상식이 부족한 사람은 이 책을 통해 차근차근 알아가면 되지 않겠는가. 나는 지식 축적에 관심이 많은 모든 이에게 부디 이 책을 추천하고 싶다.    - 출판사로부터 책을 제공받아 읽고 느낀 주관적인 견해를 중심으로 작성한 글입니다.",2023-03-19
알아두면 쓸데있는 신 잡학상식,2022-02-17,"1600여 개의 재미있고 흥미진진한 상식 퀴즈                        심심풀이로 가벼운 마음에 책을 펼치든,                여러 문화를 간접 경험한다는 진중한 태도로 책을 펼치든,                부담스럽지 않게 재미와 의미를 찾을 수 있을 거란 추천이 흥미로웠다.                                  책 제목처럼 알아두면 쓸데 있는 문제들이 가득하다.                역사/예술&문화/식음료/동물&자연/대중문화/지리/스포츠/과학 광범위한 영역의 주제를 넘나들고,                신석기시대부터 근미래까지 모든 시대의 지식을 다룬다.                            또한, 단답형, 객관식, O/X, 순서 나열 등 다양한 퀴즈 형태로 구성되었고,                단순하고 쉬운 문제뿐만 아니라 수준 높은 문제까지 있어서                지루할 틈 없이 지식수준을 확인(?) 할 수 있다.                                  책에 나온 퀴즈들을 못 푼다고 상식이 없는 것이 아니고,                많이 맞춘다고 누가 상 주는 거 아니지만,                코로나로 집에서 보내는 시간이 길어지니 퀴즈 책을 통해                집에서도 지루하지 않게 환기시키며 보내기 좋은 책으로 추천한다.                예능에서 아주 좋아할 것 같은 책이다.                                  처음에 문제 풀듯이 노트와 펜을 챙기고 관심 있는 분야 문제를 순서대로 풀었는데,                그러다 보니 유쾌한 퀴즈 시간이 아니라 시험 기간처럼 스트레스가 생겼다.                그래서 저녁 식사 후 가족들과 모여 가볍게 퀴즈 타임을 갖거나,                차로 이동할 때 활용하는 등 방법을 바꾸고 즐거운 시간을 보냈다.                생각보다 어렵게 느껴지는 문제들도 많고,                매일 보면서도 관심 갖지 않던 것들이 퀴즈로 나와 신기했다.                                 특히, 올림픽 기간이라 TV에서도 대부분 올림픽 중계를 했기 때문에                          우리나라 선수들이 경기하지 않을 때 유익한 시간을 보내기에 좋았다.                문제 난이도가 좀 차이가 있어서 문제를 잘 골라야 한다.                                  다양한 분야의 상식을 공부할 수 있는 기회,                재미있고 유익한 시간이 될 거라는 기대가 있었는데                정답을 맞혀야겠다는 무거운 마음을 조금 내려놓으니                재미있고 상식을 쌓는 유익한 시간들이었다.                                  약간 아쉬웠던 점은,                정답 부분이 답만 나와있어서 궁금하거나 더 알고 싶은 내용은 추가 확인이 필요하다는 부분이다.                                  추가. 이 퀴즈 책의 친구인 「알아두면 쓸데 있는 신 잡학 상식」 책을 함께 읽는 것도                퀴즈 풀이에 좀 도움 되지 않을까 생각한다.                                                  출판사로부터 도서를 지원받아 읽고                          개인적인 의견으로 작성하였습니다.      ϻ",2023-03-19
